file_id,file_name,total_edge_pixels,edge_density
154BXEPGaEcygC4bPEnycclTWWKlmHbHn,widliczka_kraussa_32_aug_00339.jpg,9735,0.19401705994897958
1D87eXEFCw1422BrXRex6SeH6X8ok16bc,widliczka_kraussa_551_aug_00340.jpg,16524,0.32932079081632654
17N4hRM31X_KYVPq8CKLihc_N1jDxt0N6,widliczka_kraussa_900_aug_00336.jpg,17487,0.3485132334183674
1lkSLYxOj-C44tSrlwfGnEwkxOiB9jfsc,widliczka_kraussa_197_aug_00335.jpg,16132,0.32150829081632654
1Prt65ZhK-au3EcUShOcKU-x2I68xcawV,widliczka_kraussa_905_aug_00334.jpg,15625,0.3114038584183674
1Vk7_ytMbJN0IuScp-apoYvhp6mVYgM0d,widliczka_kraussa_32_aug_00333.jpg,7402,0.1475207270408163
1YmIaxdiGW3MIQ-sNz072QJH45sGk7v0E,widliczka_kraussa_103_aug_00332.jpg,7594,0.15134725765306123
1K7aGmsKL-gzFnPm5aU0FxZGooXzyPM0F,widliczka_kraussa_319_aug_00331.jpg,6495,0.12944435586734693
1HlM0Xn7KYTJ2gGzbmeIt2qx0RDzdaRBt,widliczka_kraussa_380_aug_00329.jpg,5327,0.10616629464285714
1ppvmZ9zXPoGvb-DC0l_GE-gWxnrYcX5J,widliczka_kraussa_238_aug_00328.jpg,12576,0.25063775510204084
1nk6XUKNr_FpVzRcbxVMeberBJq3IKI4E,widliczka_kraussa_554_aug_00327.jpg,12786,0.2548230229591837
1EYOuTXEX4EtVccUXq5mTJVjezrbdBfou,widliczka_kraussa_657_aug_00326.jpg,9745,0.19421635841836735
1RbQ1KGqC58obQSaSs33Ita61MXqIwP9F,widliczka_kraussa_279_aug_00325.jpg,10701,0.21326929209183673
18WuEuz9ojYKp6QcoxDbEdNswePhRsDok,widliczka_kraussa_812_aug_00324.jpg,15604,0.3109853316326531
1JMWskoT-RnR__0xHv_apFhOlq2K03NKT,widliczka_kraussa_61_aug_00323.jpg,9228,0.18391262755102042
1AdoIELDb1jYLtyYhO6p2WC1X1MvvAeXP,widliczka_kraussa_197_aug_00322.jpg,16986,0.33852838010204084
1hwL87A7aodaZzWjEkDnBLlZtIENvU3jt,widliczka_kraussa_802_aug_00321.jpg,13678,0.27260044642857145
10RFaFdi8hmGkTACyFr63_2OyHnuWx1H4,widliczka_kraussa_265_aug_00317.jpg,15305,0.30502630739795916
1k3uKeeS3SPa1MnCdEag017LohdcfkMx3,widliczka_kraussa_319_aug_00320.jpg,16708,0.33298788265306123
1otN8RB9i3UqZwNDvVKEdZpcRkDiPX_ug,widliczka_kraussa_592_aug_00318.jpg,16733,0.3334861288265306
1pzbT7-JCGUJj-DsnpisLd6HUGyTD6Jlu,widliczka_kraussa_592_aug_00319.jpg,16484,0.32852359693877553
1gpTVYA0qJAypSGJdIg4g2GkQkQg8Aa3a,weigela_290_aug_00455.jpg,13967,0.27836017219387754
156LbRMClaxSGI4o4UkXqu05M11eC-A_x,weigela_433_aug_00456.jpg,17563,0.3500279017857143
1w3To_TKP5QAeZkOQ3-vBEbsGW2RNhi0F,weigela_181_aug_00454.jpg,14784,0.29464285714285715
19YhnGAaf4fbfNQaj_bVdlGZ5iH4eM1-s,weigela_360_aug_00453.jpg,15132,0.301578443877551
1xMC9u1gVP-KT1-yT3oDcMVnxGTgstRGW,weigela_583_aug_00452.jpg,13931,0.2776426977040816
